"@timestamp","_index","agent.id","agent.ip","agent.name","data.dstuser","data.srcip","data.srcport","decoder.name","decoder.parent","full_log",id,"input.type",location,"manager.name","predecoder.program_name","predecoder.timestamp","rule.description","rule.firedtimes","rule.gdpr","rule.gpg13","rule.groups","rule.hipaa","rule.id","rule.level","rule.mail","rule.mitre.id","rule.mitre.tactic","rule.mitre.technique","rule.nist_800_53","rule.pci_dss","rule.tsc",timestamp
"Feb 19, 2025 @ 10:17:25.704","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",53342,sshd,sshd,"2025-02-19T10:17:24.519487+05:00 wazuh-VirtualBox sshd[40422]: Accepted password for wazuh from 10.10.90.105 port 53342 ssh2","1739942245.122399",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:17:24.519487+05:00","sshd: authentication success.",19,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:17:25.704"
"Feb 19, 2025 @ 10:17:01.598","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50256,sshd,sshd,"2025-02-19T10:17:01.303384+05:00 akhtar-VirtualBox sshd[7920]: Accepted password for akhtar from 10.10.90.75 port 50256 ssh2","1739942221.120961",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:17:01.303384+05:00","sshd: authentication success.",18,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:17:01.598"
"Feb 19, 2025 @ 10:15:14.533","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",59664,sshd,sshd,"2025-02-19T10:15:14.237130+05:00 shakir-hussain-VirtualBox sshd[27993]: Accepted password for shakir-hussain from 10.10.90.111 port 59664 ssh2","1739942114.119156",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:15:14.237130+05:00","sshd: authentication success.",17,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:15:14.533"
"Feb 19, 2025 @ 10:14:21.034","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",35856,sshd,sshd,"2025-02-19T05:14:19.937686+00:00 FYP sshd[28263]: Accepted password for FYP from 10.10.90.113 port 35856 ssh2","1739942061.118246",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T05:14:19.937686+00:00","sshd: authentication success.",16,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:14:21.034"
"Feb 19, 2025 @ 10:13:51.097","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",41402,sshd,sshd,"2025-02-19T10:13:49.457775+05:00 wazuh-VirtualBox sshd[40320]: Accepted password for wazuh from 10.10.90.105 port 41402 ssh2","1739942031.117769",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:13:49.457775+05:00","sshd: authentication success.",15,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:13:51.097"
"Feb 19, 2025 @ 10:13:30.129","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50246,sshd,sshd,"2025-02-19T10:13:28.833721+05:00 akhtar-VirtualBox sshd[7848]: Accepted password for akhtar from 10.10.90.75 port 50246 ssh2","1739942010.115944",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:13:28.833721+05:00","sshd: authentication success.",14,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:13:30.129"
"Feb 19, 2025 @ 10:11:41.630","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",38128,sshd,sshd,"2025-02-19T10:11:41.399102+05:00 shakir-hussain-VirtualBox sshd[27916]: Accepted password for shakir-hussain from 10.10.90.111 port 38128 ssh2","1739941901.114462",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:11:41.399102+05:00","sshd: authentication success.",13,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:11:41.630"
"Feb 19, 2025 @ 10:10:46.644","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",47108,sshd,sshd,"2025-02-19T05:10:45.270893+00:00 FYP sshd[28145]: Accepted password for FYP from 10.10.90.113 port 47108 ssh2","1739941846.114003",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T05:10:45.270893+00:00","sshd: authentication success.",12,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:10:46.644"
"Feb 19, 2025 @ 10:10:16.520","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",51986,sshd,sshd,"2025-02-19T10:10:14.649608+05:00 wazuh-VirtualBox sshd[40232]: Accepted password for wazuh from 10.10.90.105 port 51986 ssh2","1739941816.112567",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:10:14.649608+05:00","sshd: authentication success.",11,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:10:16.520"
"Feb 19, 2025 @ 10:09:56.593","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50236,sshd,sshd,"2025-02-19T10:09:56.332348+05:00 akhtar-VirtualBox sshd[7785]: Accepted password for akhtar from 10.10.90.75 port 50236 ssh2","1739941796.112088",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:09:56.332348+05:00","sshd: authentication success.",10,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:09:56.593"
"Feb 19, 2025 @ 10:08:08.944","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",53816,sshd,sshd,"2025-02-19T10:08:08.118811+05:00 shakir-hussain-VirtualBox sshd[27809]: Accepted password for shakir-hussain from 10.10.90.111 port 53816 ssh2","1739941688.111574",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:08:08.118811+05:00","sshd: authentication success.",9,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:08:08.944"
"Feb 19, 2025 @ 10:07:12.231","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",42146,sshd,sshd,"2025-02-19T05:07:10.851033+00:00 FYP sshd[28044]: Accepted password for FYP from 10.10.90.113 port 42146 ssh2","1739941632.109760",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T05:07:10.851033+00:00","sshd: authentication success.",8,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:07:12.231"
"Feb 19, 2025 @ 10:06:41.979","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",55760,sshd,sshd,"2025-02-19T10:06:40.184245+05:00 wazuh-VirtualBox sshd[40133]: Accepted password for wazuh from 10.10.90.105 port 55760 ssh2","1739941601.109283",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:06:40.184245+05:00","sshd: authentication success.",7,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:06:41.979"
"Feb 19, 2025 @ 10:06:24.446","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50226,sshd,sshd,"2025-02-19T10:06:23.928660+05:00 akhtar-VirtualBox sshd[7663]: Accepted password for akhtar from 10.10.90.75 port 50226 ssh2","1739941584.107845",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:06:23.928660+05:00","sshd: authentication success.",6,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:06:24.446"
"Feb 19, 2025 @ 10:04:35.295","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",39866,sshd,sshd,"2025-02-19T10:04:34.974481+05:00 shakir-hussain-VirtualBox sshd[27732]: Accepted password for shakir-hussain from 10.10.90.111 port 39866 ssh2","1739941475.106363",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:04:34.974481+05:00","sshd: authentication success.",5,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:04:35.295"
"Feb 19, 2025 @ 10:03:37.932","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",53920,sshd,sshd,"2025-02-19T05:03:36.315789+00:00 FYP sshd[27966]: Accepted password for FYP from 10.10.90.113 port 53920 ssh2","1739941417.105904",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T05:03:36.315789+00:00","sshd: authentication success.",4,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:03:37.932"
"Feb 19, 2025 @ 10:03:07.308","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",60804,sshd,sshd,"2025-02-19T10:03:05.910849+05:00 wazuh-VirtualBox sshd[40036]: Accepted password for wazuh from 10.10.90.105 port 60804 ssh2","1739941387.105034",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:03:05.910849+05:00","sshd: authentication success.",3,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:03:07.308"
"Feb 19, 2025 @ 10:02:51.594","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50212,sshd,sshd,"2025-02-19T10:02:51.510727+05:00 akhtar-VirtualBox sshd[7601]: Accepted password for akhtar from 10.10.90.75 port 50212 ssh2","1739941371.103602",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:02:51.510727+05:00","sshd: authentication success.",2,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:02:51.594"
"Feb 19, 2025 @ 10:01:03.048","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",54426,sshd,sshd,"2025-02-19T10:01:02.195579+05:00 shakir-hussain-VirtualBox sshd[27668]: Accepted password for shakir-hussain from 10.10.90.111 port 54426 ssh2","1739941263.102571",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T10:01:02.195579+05:00","sshd: authentication success.",1,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:01:03.048"
"Feb 19, 2025 @ 10:00:01.819","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",37722,sshd,sshd,"2025-02-19T05:00:01.601866+00:00 FYP sshd[27870]: Accepted password for FYP from 10.10.90.113 port 37722 ssh2","1739941201.101661",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T05:00:01.601866+00:00","sshd: authentication success.",68,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 10:00:01.819"
"Feb 19, 2025 @ 09:59:32.695","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",38928,sshd,sshd,"2025-02-19T09:59:31.190952+05:00 wazuh-VirtualBox sshd[39933]: Accepted password for wazuh from 10.10.90.105 port 38928 ssh2","1739941172.101178",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:59:31.190952+05:00","sshd: authentication success.",67,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:59:32.695"
"Feb 19, 2025 @ 09:59:20.208","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50201,sshd,sshd,"2025-02-19T09:59:19.050886+05:00 akhtar-VirtualBox sshd[7527]: Accepted password for akhtar from 10.10.90.75 port 50201 ssh2","1739941160.99747",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:59:19.050886+05:00","sshd: authentication success.",66,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:59:20.208"
"Feb 19, 2025 @ 09:57:31.337","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",58718,sshd,sshd,"2025-02-19T09:57:29.528122+05:00 shakir-hussain-VirtualBox sshd[27592]: Accepted password for shakir-hussain from 10.10.90.111 port 58718 ssh2","1739941051.98845",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:57:29.528122+05:00","sshd: authentication success.",65,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:57:31.337"
"Feb 19, 2025 @ 09:56:26.925","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",54070,sshd,sshd,"2025-02-19T04:56:26.869289+00:00 FYP sshd[27625]: Accepted password for FYP from 10.10.90.113 port 54070 ssh2","1739940986.97424",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T04:56:26.869289+00:00","sshd: authentication success.",64,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:56:26.925"
"Feb 19, 2025 @ 09:55:58.017","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",41690,sshd,sshd,"2025-02-19T09:55:56.452115+05:00 wazuh-VirtualBox sshd[39832]: Accepted password for wazuh from 10.10.90.105 port 41690 ssh2","1739940958.95991",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:55:56.452115+05:00","sshd: authentication success.",63,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:55:58.017"
"Feb 19, 2025 @ 09:55:46.632","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50171,sshd,sshd,"2025-02-19T09:55:46.654838+05:00 akhtar-VirtualBox sshd[7458]: Accepted password for akhtar from 10.10.90.75 port 50171 ssh2","1739940946.95127",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:55:46.654838+05:00","sshd: authentication success.",62,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:55:46.632"
"Feb 19, 2025 @ 09:53:57.325","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",48064,sshd,sshd,"2025-02-19T09:53:56.294260+05:00 shakir-hussain-VirtualBox sshd[27523]: Accepted password for shakir-hussain from 10.10.90.111 port 48064 ssh2","1739940837.93648",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:53:56.294260+05:00","sshd: authentication success.",61,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:53:57.325"
"Feb 19, 2025 @ 09:52:52.501","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",42856,sshd,sshd,"2025-02-19T04:52:52.244931+00:00 FYP sshd[27529]: Accepted password for FYP from 10.10.90.113 port 42856 ssh2","1739940772.93190",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T04:52:52.244931+00:00","sshd: authentication success.",60,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:52:52.501"
"Feb 19, 2025 @ 09:52:21.507","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",43680,sshd,sshd,"2025-02-19T09:52:21.472435+05:00 wazuh-VirtualBox sshd[39716]: Accepted password for wazuh from 10.10.90.105 port 43680 ssh2","1739940741.91757",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:52:21.472435+05:00","sshd: authentication success.",59,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:52:21.507"
"Feb 19, 2025 @ 09:52:15.197","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50160,sshd,sshd,"2025-02-19T09:52:14.212283+05:00 akhtar-VirtualBox sshd[7394]: Accepted password for akhtar from 10.10.90.75 port 50160 ssh2","1739940735.91279",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:52:14.212283+05:00","sshd: authentication success.",58,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:52:15.197"
"Feb 19, 2025 @ 09:50:23.544","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",53010,sshd,sshd,"2025-02-19T09:50:23.502994+05:00 shakir-hussain-VirtualBox sshd[27449]: Accepted password for shakir-hussain from 10.10.90.111 port 53010 ssh2","1739940623.90250",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:50:23.502994+05:00","sshd: authentication success.",57,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:50:23.544"
"Feb 19, 2025 @ 09:49:17.941","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",39158,sshd,sshd,"2025-02-19T04:49:17.742842+00:00 FYP sshd[27443]: Accepted password for FYP from 10.10.90.113 port 39158 ssh2","1739940557.89342",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T04:49:17.742842+00:00","sshd: authentication success.",56,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:49:17.941"
"Feb 19, 2025 @ 09:48:48.691","wazuh-archives-4.x-2025.02.19",000,"-","wazuh-VirtualBox",wazuh,"10.10.90.105",34532,sshd,sshd,"2025-02-19T09:48:46.952499+05:00 wazuh-VirtualBox sshd[39609]: Accepted password for wazuh from 10.10.90.105 port 34532 ssh2","1739940528.88866",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:48:46.952499+05:00","sshd: authentication success.",55,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:48:48.691"
"Feb 19, 2025 @ 09:48:41.881","wazuh-archives-4.x-2025.02.19",093,"10.10.90.105",akhtar,akhtar,"10.10.90.75",50150,sshd,sshd,"2025-02-19T09:48:41.775364+05:00 akhtar-VirtualBox sshd[7317]: Accepted password for akhtar from 10.10.90.75 port 50150 ssh2","1739940521.86915",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:48:41.775364+05:00","sshd: authentication success.",54,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:48:41.881"
"Feb 19, 2025 @ 09:46:51.445","wazuh-archives-4.x-2025.02.19",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.111",59446,sshd,sshd,"2025-02-19T09:46:49.871698+05:00 shakir-hussain-VirtualBox sshd[27369]: Accepted password for shakir-hussain from 10.10.90.111 port 59446 ssh2","1739940411.86402",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T09:46:49.871698+05:00","sshd: authentication success.",53,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:46:51.445"
"Feb 19, 2025 @ 09:45:43.593","wazuh-archives-4.x-2025.02.19",094,"10.10.90.111",FYP,FYP,"10.10.90.113",43686,sshd,sshd,"2025-02-19T04:45:43.119830+00:00 FYP sshd[27369]: Accepted password for FYP from 10.10.90.113 port 43686 ssh2","1739940343.85012",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-19T04:45:43.119830+00:00","sshd: authentication success.",52,"IV_32.2","7.1, 7.2","syslog, sshd, authentication_success","164.312.b",5715,3,false,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services","AU.14, AC.7","10.2.5","CC6.8, CC7.2, CC7.3","Feb 19, 2025 @ 09:45:43.593"
